,Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,D.Mean.Sum,D.SD.Sum,D.Rat.Sum
377,amp,5.79,1.44,19,5.05,2.36,21,5.13,2.24,23
378,amphibian,5.4,1.88,20,3.35,2.15,17,5.42,2.22,24
379,amphibious,5.75,1.71,20,5.7,1.75,20,4.85,1.91,26
380,ample,5.89,2.21,19,3.28,2.14,18,6.04,2.18,24
381,amputate,2.1,1.45,20,5.43,2.37,23,3,2.37,28
382,amputation,1.84,1.26,19,4.86,2.76,21,2.85,1.98,20
383,amuck,4,2.08,19,4.41,2.26,22,3.74,2.03,23
384,amulet,5.75,1.8,20,3.95,2.29,21,5.79,1.91,24
385,amuse,7.1,1.37,20,5.17,1.99,23,6.8,1.64,20
386,amused,7.05,1.28,21,4.27,2.76,22,5.93,2.06,27
387,amusement,7,1.56,19,4.82,2.7,22,6.59,2.17,27
388,amusing,7.6,1.31,20,5.18,2.11,22,6.79,1.58,19
389,anaconda,4.43,2.66,21,6,2.13,20,4.08,2.63,36
390,anagram,4.37,1.89,19,3.86,1.96,21,4.83,1.9,24
391,anal,4,2.51,21,4.29,2.77,24,4.45,2.56,20
392,analogy,5.24,2.07,21,3.95,2.27,19,5.33,2.12,36
393,analysis,5.25,1.59,20,3.74,1.94,19,5.95,2.27,21
394,analyst,5,0.79,20,3.24,2.12,21,4.76,2.31,25
395,analytical,6,1.91,19,4.13,1.91,23,6.43,1.77,28
396,analyze,5.65,1.39,20,4.1,2.17,21,5.96,2.49,25
397,analyzer,4.62,1.56,21,3.48,2.37,23,5.88,2.23,17
398,anaphylactic,4,1.89,19,5.57,2.77,21,4.17,2.01,23
399,anarchist,2.76,1.87,21,4.16,1.97,25,4.57,2.11,21
400,anarchy,3.68,2,19,4.86,2.64,22,3.1,2.34,20
401,anatomy,6.29,1.01,21,4.43,2.4,21,5.95,2.06,22
402,ancestor,6.37,1.16,19,3.73,2.41,22,4.81,2.65,27
403,ancestral,6.6,1.6,20,3.6,2.37,20,5.05,2.18,21
404,ancestry,6.29,1.82,21,3.71,2.24,21,4.16,2.76,25
405,anchor,5.16,2.17,19,3.32,2.08,22,5.29,1.81,24
406,anchorage,5.09,1.72,22,3.82,2.26,22,5.8,2.38,20
407,ancient,7.24,1.18,21,3.48,1.97,21,4.86,2.17,21
408,android,5.62,2.33,21,3.5,2.41,24,5.75,2.45,20
409,anecdote,5.62,1.36,21,4.65,2.55,23,6,1.41,19
410,anemia,3.05,2.04,21,4.09,2.39,23,3.55,2.01,20
411,anemic,3.45,1.19,20,3.45,1.79,20,3.14,1.62,21
412,anesthesia,4.84,2.06,19,3.64,2.06,22,2.95,2.24,22
413,anesthesiologist,4.95,2.11,20,3.56,2.25,18,3.68,2.42,22
414,anesthetic,5.48,2.27,21,3.23,1.82,22,4.72,2.19,18
415,aneurysm,2.5,1.79,20,5.38,2.33,21,2.7,1.94,27
416,angel,7.71,1.85,41,4.24,2.85,42,5.9,2.13,20
417,angelic,6.68,2.52,19,4.27,2.45,22,6.32,1.45,19
418,anger,2.5,1.36,20,5.93,2.77,43,5.14,2.8,42
419,angina,2.85,1.69,20,4.72,2.89,18,4,2.34,24
420,angiogram,4.19,1.83,21,3.61,2.68,23,4.28,2.44,18
421,angle,4.55,1.28,20,3.22,2.24,18,5.27,1.83,22
422,angora,5.63,2.24,19,2.95,1.56,22,5,2.02,21
423,angry,2.53,1.74,19,6.2,2.57,20,4.11,2.49,44
424,angst,3.5,1.7,20,5.76,2.55,21,3.62,2.31,34
425,anguish,3.14,1.77,21,5.41,2.72,22,4.27,1.87,26
426,anguished,2.78,1.46,41,4.79,2.54,43,2.88,1.65,24
427,animal,7.06,1.95,18,4.3,2.7,20,5.72,2.32,18
428,animated,6.65,1.79,20,5.77,2.29,22,6.71,1.82,21
429,animation,6.42,1.12,19,5.52,2.84,21,5.16,1.98,19
430,animosity,3.4,1.88,20,5.83,2.28,18,5.04,2.44,24
431,ankle,5.4,1.9,20,3.11,1.94,18,5.58,2.36,57
432,anklet,4.75,1.37,20,3.57,1.97,23,5.08,2,26
433,annals,4.8,0.83,20,2.6,2.21,20,4.95,1.17,22
434,annex,4.41,1.05,22,4,2.49,23,5.26,1.63,19
435,annihilate,3.15,1.73,20,6.44,2.53,18,4.62,2.79,24
436,annihilation,2.58,1.87,19,5.52,2.54,21,3.2,2.48,20
437,anniversary,6.95,2.03,22,4,2.68,21,6.86,2.05,22
438,announce,5.52,1.33,21,3.65,2.66,20,5.48,2.5,21
439,announcement,5.81,1.4,21,4.3,2.81,20,5.05,2.72,22
440,announcer,5.84,1.5,19,4.5,2.7,22,4.07,1.71,27
441,annoy,2.49,1.42,41,5.04,2.4,23,4.64,2.28,44
442,annoyance,2.95,1.23,20,4.1,2.59,20,3.45,1.87,22
443,annoyed,2.8,1.2,20,5.29,2.53,21,4.08,2.64,25
444,annoying,3,1.71,18,5.55,2.04,20,3.28,1.28,25
445,annual,5.19,1.97,21,3.7,1.84,23,4.9,1.83,20
446,annul,3.83,2.15,23,4.23,2.31,22,4.9,1.86,20
447,annulment,4.05,1.99,20,4.14,2.34,22,4.15,2.16,27
448,anointed,4.79,2.27,19,3.32,2.08,22,5.18,2.21,28
449,anomaly,4.84,1.74,19,4.25,2.45,20,4.26,1.57,23
450,anonymity,4.81,2.02,21,3.29,1.82,21,5.88,2.44,25
451,anonymous,5.75,1.65,20,4.13,2.2,23,5.48,2.52,21
452,anorexic,2.71,2.08,21,4.24,2.39,21,3.43,2.48,21
453,answer,6.1,1.41,39,4,2.89,43,5.95,2.04,19
454,ant,3.9,1.14,21,3.27,2.39,22,5.3,2.37,27
455,antagonistic,4.32,1.57,19,4.11,2.52,18,4.41,2.43,17
456,antagonize,3.15,1.35,20,4.95,2.11,20,4,2.65,22
457,antelope,5.68,1.46,22,4.46,2.72,26,5.57,2.41,23
458,antenna,5.43,1.25,21,3.15,2.11,20,5.67,2.1,24
459,anterior,4.89,1.82,19,3.36,2.34,22,4.64,1.52,28
460,anthem,5.95,1.43,20,4.48,2.27,21,6.29,2.36,34
461,anthill,4.32,1.86,22,4.63,2.17,19,4.76,2.34,21
462,anthrax,2.32,0.89,19,4.72,2.47,18,2.71,1.76,17
463,anthropological,5.53,1.9,19,3.82,2.42,22,5.14,1.88,28
464,anthropologist,5.7,1.22,20,3.27,2.33,22,5.19,2.63,27
465,anthropology,5.3,1.87,20,2.91,2.15,23,6,1.81,20
466,anti,4.47,1.98,19,4.23,2.52,22,5.05,2.54,22
467,antiaircraft,4.85,2.13,20,4.6,2.27,25,4.73,2.19,22
468,antibiotic,5.88,1.94,24,4.05,2.16,21,5.72,2.37,25
469,antibiotics,5.05,1.73,20,4.05,2.32,22,5.11,2.41,27
470,antichrist,2.36,1.79,22,5.58,2.4,26,4.39,2.66,23
471,anticipate,6,1.26,20,5.7,2,20,5.36,1.81,22
472,anticipation,5.26,1.66,19,5.39,2.55,18,5.53,2.24,17
473,antics,3.95,1.43,19,5.1,2.17,21,5.24,2.3,21
474,antidote,6.55,2.31,20,3.24,2.05,21,6.08,2.38,25
475,antigravity,5.74,1.76,19,5.1,2.65,20,3.77,2.09,22
476,antiquated,5,1.61,21,4.95,2.74,20,4.69,2.11,36
477,antique,6.5,1.93,20,4,2.35,25,5.79,2.44,19
478,antiques,6.63,2.29,19,3.68,2.71,22,5.17,1.72,18
479,antiseptic,4.57,1.69,21,3.15,2.03,20,4.77,2.49,22
480,antisocial,3.21,1.62,19,5.32,2.12,22,5.33,2.18,21
481,antsy,4.36,1.76,22,5.23,2.72,22,3.85,1.84,20
482,anus,2.9,1.62,20,4.39,2.33,18,4.96,2.31,23
483,anvil,5.05,0.94,20,4.4,2.11,20,5.38,1.92,26
484,anxiety,2.38,1.66,21,4.78,2.89,23,3.39,1.94,18
485,anxious,3.8,1.42,40,6.2,2.36,44,4.15,2.52,20
486,anytime,5.81,1.6,21,4.6,2.46,20,5.32,2.3,22
487,aorta,4.35,1.57,20,3.64,1.59,22,4.37,2.54,19
488,aortic,4.25,1.37,20,3.5,2.56,16,4.58,2.65,24
489,apache,5.2,1.51,20,3.7,2.13,20,4.95,2.21,22
490,apartment,5.72,2.35,18,3.8,2.76,20,5.33,2.28,18
491,apartments,5,1.73,19,3.28,1.99,18,5.18,1.98,17
492,apathy,3.68,1.7,19,3.8,2.21,20,5.15,2.48,20
493,ape,5.21,1.72,19,4.25,2.73,20,5.38,2.28,24
494,apex,5.52,1.59,23,3.48,2.29,21,5.17,2.01,24
495,aphrodisiac,6.43,1.99,21,5.96,2.46,23,5.04,2.34,26
496,apocalypse,3.24,2.34,21,5.04,2.9,24,2.65,1.95,20
497,apologetic,6.65,2.35,20,4,2.65,21,5,2.06,24
498,apologize,4.94,2.13,18,3.52,2.23,21,4.22,1.96,18
499,apology,6.24,1.87,21,4,2.14,22,5.1,1.95,21
500,apostle,5.5,2.21,20,4.38,2.28,24,4.71,2.26,21
501,apothecary,5.48,1.47,23,4.23,2.41,22,5.35,2.11,20
502,appalled,3.62,1.5,21,4.91,2.81,22,4.11,2.02,28
503,appalling,2.95,1.99,19,5.5,2.54,20,4.55,2.33,20
504,apparatus,5.5,1.65,22,4,2.37,21,5.14,2.08,22
505,apparel,5.38,2.2,21,4.3,2.22,23,6.19,1.72,21
506,apparent,4.96,1.46,23,3.19,2.06,21,6.4,1.73,20
507,apparition,4.85,1.5,20,4.82,2.13,22,4.38,2.48,21
508,appeal,6.3,2.15,20,3.57,2.13,21,5.36,2.56,25
509,appear,5.25,0.64,20,3.24,2.21,21,5.36,2.41,25
510,appearance,6.14,1.9,21,4.57,2.45,23,5.9,2.59,21
511,appease,5.95,1.15,20,3.55,2.28,22,5.59,2.08,27
512,appendage,4.23,1.34,22,4.35,2.4,23,5.32,1.67,19
513,appendectomy,2.95,2.15,19,6.14,2.46,21,3.59,2.13,22
514,appendicitis,1.86,1.35,21,5.12,2.6,25,2.71,2.17,21
515,appendix,4.81,1.97,21,2.92,1.89,24,4.25,2.38,20
516,appetite,6.23,1.54,22,5.37,2.39,19,5.57,2.5,21
517,appetizer,7.29,1.76,21,4.52,2.37,25,6.36,2.22,22
518,appetizing,7,1.45,19,4.82,3,22,6.18,2.46,22
519,applaud,6.7,1.17,20,5.05,1.75,19,5.91,2.02,22
520,applause,7.12,1.35,41,5.38,1.83,21,6.56,2,48
521,apple,6.62,1.72,21,3.52,2.06,21,6.44,2.1,25
522,apple juice,7.3,1.43,23,3.2,2.21,20,6,2.44,34
523,applejack,5.79,1.96,19,3.8,2.31,20,5.74,1.76,23
524,applesauce,6.9,1.86,20,2.78,2,23,6.39,2.25,18
525,appliance,5.15,1.29,40,2.84,1.88,45,5,2.3,44
526,applicant,4.91,1.19,22,3.96,2.24,25,5.08,2.5,24
527,application,5.05,1.43,20,4.52,1.95,23,4.3,2.36,20
528,apply,5.16,1.38,19,3.24,1.67,21,6.2,1.96,20
529,appoint,5.95,1.61,19,4.25,2.07,20,5.65,2.1,23
530,appointment,4.43,1.69,21,4.8,2.5,20,6.68,2.26,19
531,appraisal,5.09,2,23,4.09,2.09,22,5.65,2.11,20
532,appreciate,7.33,1.53,18,3.1,2.25,20,7,1.46,18
533,appreciation,7.3,1.45,20,4.68,2.44,22,6.63,1.67,19
534,appreciative,7.14,1.8,21,4.35,2.27,23,6.9,2,21
535,apprehend,4.14,1.85,21,5.13,2.28,23,4.48,2.27,21
536,apprehension,4.15,1.66,20,4.23,2.58,22,5.07,2.35,27
537,apprehensive,3.32,1.49,19,4.77,2.64,22,4.64,2.74,22
538,apprentice,5.95,1.32,21,3.59,1.71,22,5.05,2.44,21
539,approach,5.45,1.15,20,4.48,1.91,21,6.03,2.08,34
540,appropriate,6.1,1.94,20,4.04,2.06,23,5,2.51,21
541,approval,6.75,1.68,20,3.52,2.77,21,6.63,2.19,27
542,approve,7,1.92,20,4.09,2.29,22,7.26,1.41,19
543,approximate,5.26,1.29,23,3.82,2.2,22,4.95,2.32,19
544,apricot,5.95,2.19,20,4.29,2.12,21,5.94,2.54,32
545,apron,5.8,1.54,20,2.9,1.65,20,5.28,1.49,18
546,apt,5.64,1.53,22,4.05,2.32,19,5.95,2.11,21
547,aptitude,5.95,1.54,19,4.55,2.42,20,5.45,2.19,20
548,aqua,6.5,1.28,20,3.6,2.37,20,4.82,2.02,22
549,aquamarine,6.4,1.9,20,3.9,2.85,20,4.95,2.65,22
550,aquarium,6.43,1.78,21,4.3,2.54,20,6.14,2.17,21
551,aquatic,6.8,1.4,20,3.58,2.75,24,4.53,2.45,17
552,arbitrary,4.15,1.81,20,4.55,2.76,20,4.77,1.86,26
553,arbitration,4.09,2,22,4.41,2.28,22,4.19,2.23,21
554,arcade,6.45,1.96,20,6.1,2.47,20,6.81,1.79,26
555,arcane,5.25,1.86,20,3.61,1.92,23,5.55,1.85,20
556,arch,5.8,1.77,20,3.15,1.93,20,5.45,1.97,22
557,archaeological,6.05,1.22,19,4.52,2.14,21,5.18,2.38,22
558,archaeologist,5.42,1.57,19,4.14,2.22,21,5.17,1.85,23
559,archaeology,6.1,1.62,20,3.86,2.56,21,5.26,2.38,27
560,archaic,4.5,1.74,22,4.38,2.11,21,4.62,2.06,21
561,archangel,7.27,1.78,22,4.19,2.28,26,4.79,2.28,24
562,archbishop,4.71,1.63,24,3.78,1.98,23,4.73,1.64,26
563,archdiocese,3.95,2.32,19,3.41,2.67,22,4.04,2.12,28
564,archduke,4.15,1.53,20,3.56,2.04,18,5.73,2.49,22
565,archery,5.25,2.05,20,4.39,2.57,18,5.73,1.88,22
566,architect,6.21,1.84,19,3.25,2.12,20,6.05,2.27,19
567,architectural,6.32,2.06,19,4.05,2.77,21,5.18,1.91,28
568,architecture,6.05,1.36,20,4.39,2.59,23,5.67,1.97,18
569,archive,4.81,1.03,21,4.18,2.13,22,5.24,2.02,21
570,arctic,4.45,2.01,20,3.88,2.64,25,5,2.24,19
571,ardent,4.95,1.56,21,4.62,2.34,24,5.32,2.12,22
572,area,5.56,1.29,18,2.19,1.6,21,5.06,1.76,18
573,arena,5.75,1.45,20,4.23,2.58,22,6.04,2.31,27
574,argue,3.15,1.53,20,6.67,2.61,18,4.77,2.49,26
575,argument,2.62,1.53,21,5.22,2.68,23,5.65,2.64,17
576,argumentative,3.2,1.79,20,5.61,2.13,23,4,2.39,21
577,arise,6.17,1.25,18,4.76,2.3,21,5.87,1.46,23
578,aristocracy,5.21,2.07,19,4.15,2.39,20,5.08,2.47,24
579,aristocrat,4.28,1.41,18,3.6,2.01,20,4.94,2.82,16
580,aristocratic,5.79,2.04,19,3.18,2.08,22,4.43,2.11,23
581,arithmetic,4.95,1.79,22,4,2.38,26,5.54,2.57,24
582,ark,6.15,1.31,20,3.52,2.18,21,5.88,2.44,24
583,arm,5.44,1.7,41,3.44,2.05,45,6.02,1.98,44
584,armada,4.6,1.76,20,3.29,2.24,21,5.6,2.4,25
585,armament,5.05,2.07,19,4.65,2.53,23,5.37,1.8,19
586,armchair,5.67,1.77,21,2.75,1.98,24,5.79,2.37,19
587,armed,4.11,1.97,19,6.3,1.92,23,5.68,2.71,19
588,armor,6.1,1.51,21,3.29,2.44,24,6.3,2.03,20
589,armored,5.67,1.59,21,3.52,2.14,21,5.7,2.3,27
590,armory,5.25,1.33,20,4.48,2.32,21,5.74,2.56,34
591,armpit,4.1,1.59,20,3.57,1.78,21,5.24,1.88,25
592,army,4.65,2.03,20,4.49,2.63,43,4.65,2.67,37
593,aroma,7.65,1.35,20,4.35,2.19,23,6.06,2.31,18
594,arouse,6.67,2.08,21,6.21,2.5,24,6.1,2.43,20
595,aroused,5.95,1.85,20,7.3,2.47,20,5.58,2.4,53
596,arraignment,3.91,1.74,22,4.6,1.96,25,5.33,2.62,24
597,arrange,5.15,0.93,20,3.57,2.11,21,6.71,1.83,34
598,arrangement,5.71,1.45,21,3,1.89,20,5.5,2.67,22
599,array,5.9,1.48,21,3.71,2,21,5.62,1.43,21
600,arrest,2.33,1.37,18,6.86,2.24,21,3.11,2.05,18
601,arrhythmia,3.86,2.32,22,4.95,2.46,22,4.25,1.68,20
602,arrival,6.67,1.28,21,3.6,2.42,25,6.53,1.87,19
603,arrive,6.41,1.84,22,5,2.75,20,6.84,1.95,19
604,arrogance,2.55,1.23,20,4.65,2.35,20,5,2.11,18
605,arrogant,2.52,1.29,21,5.15,2.13,20,4.64,2.54,22
606,arrow,5.24,1.81,21,3.91,2.59,23,5.53,2.21,17
607,arsenal,4.45,2.2,22,5.48,2.24,25,5.25,2.47,24
608,arsenic,3,1.82,21,4.7,1.84,23,3.46,1.79,26
609,arson,2.26,1.52,19,5.41,2.5,22,3.78,2.7,23
610,arsonist,2.5,1.88,20,6.95,2.09,19,3.42,2.32,26
611,art,6.85,1.89,39,4.48,2.48,23,6.02,2.14,55
612,arterial,3.95,1.66,21,3.39,2.41,23,4.12,2.23,17
613,artery,4.29,2.28,21,4.09,2.35,23,4.78,2.29,18
614,arthritis,2.32,1.06,19,4.27,1.88,22,2.63,1.71,19
615,artichoke,5.3,1.75,20,3.5,2.48,22,5.48,2.41,27
616,article,5.68,1.42,19,3.5,1.71,22,5.68,1.63,19
617,articulate,6.55,1.53,22,4.27,2.59,22,6.89,1.85,19
618,artifact,6.2,1.61,20,4.95,2.28,20,5.73,1.82,26
619,artificial,3.86,1.68,21,4.17,1.71,24,4.55,2.28,22
620,artillery,4.1,1.77,20,4.56,2.59,18,4.64,2.48,22
621,artist,6.76,2.47,21,4.1,2.65,20,6.95,2.17,19
622,artiste,6.33,1.85,21,3,2.23,24,5.35,2.03,20
623,artistic,7,1.17,20,5,2.74,18,6.86,2.15,21
624,artistry,6.91,1.77,22,4.71,2.57,21,7.43,1.75,21
625,artwork,6.76,1.55,21,4.18,2.91,22,6.33,1.65,21
626,arty,6.55,2.11,22,5.53,2.55,19,5.48,2.32,21
627,asbestos,2.24,1.34,21,4.38,2.53,24,3.05,2.3,22
628,ascend,6.19,1.5,21,4.13,2.53,23,5.58,2.06,26
629,ascendant,5.29,1.59,21,3.23,2,22,5.78,1.9,18
630,ascending,5.14,1.73,22,3.73,2.23,22,5.55,2.21,20
631,ascension,5.77,1.57,22,5.36,2.26,22,5.45,2.01,20
632,ascertain,5.3,1.49,20,3.17,1.99,23,6.29,1.65,28
633,ashamed,2.52,2.23,21,5.65,2.39,20,4.63,2.69,19
634,ashtray,3.52,1.66,21,3.48,2.27,23,5.56,2.38,18
635,asinine,5.05,2.25,21,4.63,2.48,19,4.81,2.34,36
636,ask,5.95,1.4,22,3.48,2.16,21,6.29,1.83,17
637,asleep,6.5,1.89,18,2,2.43,21,4.33,2.7,18
638,asparagus,5.43,2.27,21,2.73,1.98,22,5.67,1.78,27
639,aspect,4.89,1.15,19,3.39,2.06,18,4.76,2.46,17
640,aspen,6.57,1.66,21,4.11,2.35,19,5.5,1.95,36
641,asphalt,4.46,1.67,24,3.2,1.88,20,4.62,2.33,21
642,asphyxia,2.19,1.47,21,6.14,2.37,21,2.4,1.47,25
643,asphyxiation,1.53,0.84,19,6.91,1.9,22,2.54,2,24
644,aspiration,6.26,2.26,19,5,2.41,21,5.94,2.2,34
645,aspire,6.43,1.78,21,3.68,2.51,22,6.85,1.81,27
646,aspirin,5.3,1.34,20,3.35,2.13,20,5.12,2.4,25
647,aspiring,6.89,1.79,19,4.41,2.89,22,6.85,1.7,27
648,ass,5.45,2.26,22,5.43,2.29,21,3.61,2.3,18
649,assailant,3.24,1.48,21,5.7,2.46,23,3,2.21,21
650,assassin,2.11,1.32,18,5.82,2.87,44,3.36,2.61,22
651,assassinate,3.27,2.1,22,6.38,2.33,21,3.23,2.25,22
652,assassination,1.83,0.86,18,6.2,2.75,20,4,2.75,20
653,assault,2.05,1.45,39,6.8,2.11,916,3.49,2.71,43
654,assemble,5.14,1.82,21,3.52,2.39,23,6.28,2.32,18
655,assembly,5.47,1.43,19,3.95,2.72,22,4.82,1.79,28
656,assemblyman,5,1.55,21,3.12,2.33,25,5.21,2.02,19
657,assert,5.68,1.49,19,4.64,2.13,22,5.93,2.28,28
658,assertive,5.37,1.83,19,5.55,2.39,20,6.04,2.58,24
659,assess,5.84,1.86,19,3.45,2.2,22,5.21,1.91,28
660,assessment,5.22,1.9,18,2.75,1.83,20,5.44,2.22,25
661,asset,7.25,1.21,20,4.43,2.84,21,6,2.29,25
662,asshole,2.11,1.88,18,6.38,2.77,21,2.89,1.91,18
663,assign,4.75,1.62,20,3.71,1.49,21,5.74,2.43,34
664,assignment,5.39,1.56,23,4.45,2.42,22,6,2.49,20
665,assimilate,4.63,1.86,19,4.15,1.95,20,5.15,2.46,20
666,assist,5.95,1.53,22,3.76,2.26,21,6.41,2.17,22
667,assistance,5.82,1.79,22,3.82,2.22,22,6.45,2.42,20
668,assistant,5.91,1.44,22,4.8,2.67,20,6.37,2.06,19
669,associate,5.2,1.74,20,3.11,1.94,18,4.88,2.15,24
670,association,5.5,1.91,20,3.67,1.5,18,6.14,1.78,22
671,assorted,5.82,1.14,22,3.52,2.16,21,5.41,2.13,22
672,assortment,5.64,1.14,22,3.88,2.2,26,5.79,2.34,24
673,assume,4.41,1.84,22,4.2,2.4,20,6.21,2.62,19
674,assumption,4.3,1.22,20,4.14,2.06,21,5.03,2.46,34
675,assurance,5.95,2.12,19,2.81,2.25,21,6.07,2.16,28
676,assure,6.33,1.68,21,3.1,2.14,21,6.52,1.81,25
677,asterisk,5.38,1.66,21,2.78,2.04,23,5.72,2.95,18
678,asteroid,4.95,2.15,22,5.6,2.33,20,3.68,2.5,22
679,asthma,2.45,1.3,22,4.5,2.45,26,3.54,2.15,24
680,asthmatic,3.33,1.62,21,3.38,2.79,24,3.84,2.03,19
681,astonish,5.55,1.71,22,5.38,1.98,26,6,1.91,23
682,astonished,6.42,1.47,40,5.73,2.27,22,4.87,2.04,45
683,astonishing,6.53,1.87,19,5.77,2.16,22,5.23,2.27,22
684,astound,6.3,1.63,20,5.05,2.4,21,5.56,2.2,25
685,astral,5.32,1.73,22,5.13,2.63,23,5.26,1.63,19
686,astrology,4.79,2.68,19,4.18,2.48,22,4.67,2.16,24
687,astronaut,6.73,1.84,37,4.4,2.09,20,5.32,2.48,25
688,astronomer,5.59,1.59,22,5.42,2.27,19,5.33,2.27,21
689,astronomical,6.37,1.74,19,5,2.14,21,5.14,2.46,22
690,astronomy,6,1.81,20,4.33,2.82,21,5.21,2.41,24
691,astute,6.22,1.35,18,3.16,2.24,19,6,1.94,25
692,asylum,3.24,2.34,21,5.55,2.28,20,3.52,2.42,21
693,atheist,4.64,2.5,22,4.76,2.84,21,5.41,2.5,22
694,athlete,6.21,2.04,19,4.75,2.75,20,5.96,1.63,24
695,athletic,6.76,1.73,21,5,2.45,22,6.11,2.14,18
696,athletics,6.14,2.03,21,4.93,2.76,44,6.15,2.2,48
697,atlas,5.95,1.28,20,2.5,1.74,22,5.7,2.11,27
698,atmosphere,6.05,1.5,22,4,2.28,21,4.86,2.47,22
699,atmospheric,5.72,1.36,18,4.09,2.21,23,5.11,2.31,28
700,atoll,5.14,1.49,22,3.55,1.82,20,4.7,1.63,20
701,atom,5.74,1.1,19,4.29,2.37,21,5.39,2.46,23
702,atomic,4.26,2.13,19,5.85,2.54,20,3.96,2.46,24
703,atone,5.6,1.93,20,4,2.29,22,5.65,2.64,26
704,atrium,5.95,1.13,19,3.57,1.96,21,5.22,2.15,23
705,atrocious,3.14,1.31,21,4.12,2.85,24,4.35,2.35,20
706,atrocity,2.95,1.86,21,5,2.65,23,2.96,1.99,26
707,atrophy,3.16,1.83,19,3.86,2.12,22,4,2.62,22
708,attach,5.26,1.24,19,3.81,1.91,21,4.7,1.87,20
709,attachment,6,1.38,21,2.96,2.42,24,6.32,2.29,19
710,attack,2,0.97,18,7.05,2.11,21,3.39,2.57,18
711,attacker,2.23,1.57,22,7.27,1.93,22,4.26,2.98,19
712,attain,5.85,2.03,20,3.11,2.19,18,7.08,2.19,24
713,attempt,6,1.55,21,4.94,2.29,18,5.67,2.01,36
714,attempted,5.35,1.5,23,3.64,2.32,22,6.52,2.15,27
715,attend,5.4,1.19,20,3.5,2.3,22,6.7,1.79,27
716,attendance,5.95,1.43,19,4.24,2.07,21,5.59,2.13,22
717,attendant,5.63,0.96,19,3.14,1.56,21,5.09,2.5,23
718,attention,6.68,1.49,22,4.05,2.48,21,6.47,1.81,17
719,attentive,6.43,1.69,21,4.37,2.22,19,6.62,1.99,21
720,attest,5.1,1.59,20,3.68,2.51,22,6.26,1.51,27
721,attic,4.95,1.77,21,3.45,2.35,20,5.36,2.38,22
722,attire,6.16,1.12,19,3.95,1.83,21,5.78,2.32,23
723,attitude,4.72,2.08,18,4.76,2.05,21,5.88,2.21,24
724,attorney,3.67,1.74,21,4.8,2.82,20,5.53,2.89,19
725,attract,6.38,2.11,21,5.35,2.81,23,5.6,2.35,20
726,attraction,7,1.52,20,5.4,2.62,20,4.62,2.02,24
727,attractive,7.19,1.91,21,4.91,2.94,22,6.81,1.86,27
728,attribute,5.67,1.62,21,4.12,2.28,25,6,2.26,19
729,auburn,5.89,1.2,19,3.62,1.8,21,5.61,2.15,23
730,auction,5.43,1.75,21,4.5,2.52,20,5.33,2.15,21
731,auctioneer,5.09,1.31,22,4,2.39,23,5.37,2.31,19
732,audacious,5.11,1.41,19,4.28,2.35,18,5.41,2.24,17
733,audacity,5.2,1.36,20,4.1,2.2,20,5.33,2.63,24
734,audible,6.05,1.6,21,4.45,2.54,22,6.26,1.63,19
735,audience,5.89,2.03,18,4.91,2.45,22,5.14,2.49,22
736,audio,6.56,1.34,18,4.29,2.08,21,5.96,2.14,23
737,audit,2.82,1.3,22,5.78,2.61,23,3.68,2.24,19
738,audition,5.2,1.4,20,4.24,2.45,21,6,2.35,25
739,auditor,3.26,1.79,19,3.7,2.41,20,5.2,3.02,20
740,auditorium,6.05,1.54,19,4.45,2.02,22,5.05,1.58,19
741,auditory,5.05,1.58,19,4.5,2.06,22,6.11,2.13,19
742,aunt,6.56,2.09,18,2.71,2.41,21,4.28,2.19,18
743,auntie,6.24,1.48,21,3.58,2.7,24,5.79,1.99,19
744,aura,6.45,1.85,20,4.7,2.72,20,5.65,1.94,26
745,auspicious,4.76,1.73,21,3.39,2.33,23,5.5,2.23,18
746,authentic,6.91,1.63,22,4.55,2.5,22,6.58,2.09,19
747,authenticate,5.1,1.81,21,4.36,2.38,22,5.78,1.99,18
748,authenticity,6.81,1.63,21,4.42,2.36,24,6.23,2.58,22
749,author,6.33,1.39,21,2.73,1.91,22,6.38,1.88,26
750,authority,4.76,1.87,21,5.35,2.33,23,5.19,2.47,26
751,authorization,5.86,1.74,21,4.32,2.36,25,4.77,2.91,22
752,authorize,5.37,1.01,19,4.67,2.44,24,6.54,1.88,28
753,autism,3.2,1.91,20,4.1,2.61,21,3.12,2.3,25
754,autistic,3.62,1.8,21,4.24,2.57,21,2.43,1.43,21
755,auto,5,1.93,22,4.95,2.7,22,5.7,2.52,20
756,autobiographical,4.82,1.4,22,3.74,2.51,23,5.89,2.28,19
757,autobiography,5.79,2.27,19,2.85,1.6,20,6.5,2.37,20
758,autograph,6.21,1.36,19,3.55,2.26,20,6.1,2.02,20
759,autographed,6.14,1.75,22,4.65,2.29,23,6.42,1.87,19
760,automated,4.74,1.56,19,4.05,2.42,22,4.5,2.25,24
761,automatic,6.05,1.84,22,3.7,2.45,20,5.27,2.23,22
762,automobile,5.45,1.47,20,3.91,1.82,22,6,2.6,19
763,automotive,5.37,2.27,19,4.5,1.54,20,5.38,2.13,34
764,autonomy,5.05,1.66,21,4.09,2.23,23,6.19,1.94,26
765,autopilot,5.65,1.46,17,4.11,2.35,19,3.72,2.39,25
